mc_n,mDOS_n,tau_eff_n,n_i_n,eta_F_n,E_g_n,mDOS_min_n,kappa_L_300_n,Cp_n,rho_n,epsilon_n,mc_p,mDOS_p,tau_eff_p,n_i_p,eta_F_p,E_g_p,mDOS_min_p,kappa_L_300_p,Cp_p,rho_p,epsilon_p,a,h,R,T_h,eta
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,2.0,2.0,0.08,860,0.745725498
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.08,860,1.173196376
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.0,2.0,0.08,860,0.392875887
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,2.0,2.0,0.08,860,0.632781019
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,2.0,2.0,0.08,860,1.09e-05
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,2.0,2.0,0.08,860,0.556799532
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,2.0,2.0,0.08,860,0.816207422
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.58,7.35,12.35964366,4.73e+19,-0.06,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.08,860,1.09832972
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.64,6.11,49.73548072,7.72e+18,-0.1,0.4567,2.43,4.5,330,7230,22.92,2.0,2.0,0.08,860,3.36e-06
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.64,6.11,10.38309495,4.63e+20,0.02,0.4567,2.43,4.5,330,7230,22.92,2.0,2.0,0.08,860,2.856367223
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,2.0,2.0,0.08,860,1.315968999
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,17.27879893,4.69e+18,-0.064658418,0.3059,3.45,2.4,280,6940,19.74,2.0,2.0,0.08,860,1.118548186
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,5.061179894,4.7e+20,0.14,0.3059,3.45,2.4,280,6940,19.74,2.0,2.0,0.08,860,1.322769102
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.4,6.59,11.45436161,3.99e+19,-0.06,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.08,860,2.464869455
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,10.12979989,8.74e+18,-0.1,1.0726,4.36,22.0,240,7140,17.87,2.0,2.0,0.08,860,0.416775457
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.46,6.63,5.71064693,5.66e+20,0.02,1.0726,4.36,22.0,240,7140,17.87,2.0,2.0,0.08,860,1.425936706
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.93,3.33,10.88845408,3.46e+19,-0.03565125,0.3856,1.93,7.5,210,9600,23.56,2.0,2.0,0.08,860,3.59e-06
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.15,4.49,16.19921355,4.87e+18,-0.1,0.5149,1.94,10.0,320,7620,20.9,2.0,2.0,0.08,860,0.725587604
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.15,4.49,5.350369028,4.57e+20,0.04,0.5149,1.94,10.0,320,7620,20.9,2.0,2.0,0.08,860,1.862354682
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.012027887
1.42,4.31,12.12506572,4.64e+20,0.04,1.1474,7.8,11.5,175,9540,17.51,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.913532343
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.609193179
1.33,3.64,9.939337787,3.55e+18,-0.1,1.0083,5.79,6.8,275,8430,22.66,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.048846059
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.122775743
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.611481116
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.009640323
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.67429087
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.307577144
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.258985351
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.983884351
0.84,2.43,9.490648858,3.77e+19,-0.02,0.4567,6.11,4.5,330,7230,22.92,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.269615884
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.296543903
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.803779579
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.122447926
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.796910372
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.957336715
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.677686709
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.241847694
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.731173205
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.44,7.8,23.23330744,2.32e+17,-0.2,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.873296463
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.004598793
1.42,4.31,12.12506572,4.64e+20,0.04,1.1474,7.8,11.5,175,9540,17.51,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.970505073
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.823298542
1.33,3.64,9.939337787,3.55e+18,-0.1,1.0083,5.79,6.8,275,8430,22.66,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.832820725
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,5.233062438
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.772249125
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.536726762
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.239900587
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.62548961
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.148657622
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,3.200266562
0.84,2.43,9.490648858,3.77e+19,-0.02,0.4567,6.11,4.5,330,7230,22.92,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.677852312
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.616377177
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,2.153737176
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.486790115
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.520484087
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.894147115
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,1.928658094
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,0.987063725
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.199567632
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,2.0,3.0,0.08,860,4.199794984
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,0.006521401
1.42,4.31,12.12506572,4.64e+20,0.04,1.1474,7.8,11.5,175,9540,17.51,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,6.974078119
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,5.454557779
1.33,3.64,9.939337787,3.55e+18,-0.1,1.0083,5.79,6.8,275,8430,22.66,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,2.485437126
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,7.635128405
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,6.415070308
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,2.294294679
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,3.555852306
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,5.234523221
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,0.197160075
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,4.427685277
0.84,2.43,9.490648858,3.77e+19,-0.02,0.4567,6.11,4.5,330,7230,22.92,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,6.519195545
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,2.577430199
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,3.588206223
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,6.726526974
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,0.71081268
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,7.08089789
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,2.591899487
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,1.666903544
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,6.312326548
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,0.55,1.88,13.12581983,4.66e+19,-0.03580207,0.3962,4.1,8.0,255,10300,20.88,2.0,3.0,0.08,860,5.776966949
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.013938283
1.42,4.31,12.12506572,4.64e+20,0.04,1.1474,7.8,11.5,175,9540,17.51,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.979662533
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.796948471
1.33,3.64,9.939337787,3.55e+18,-0.1,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.852781725
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.142388625
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.724081354
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.597930756
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.051821679
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.513644765
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.250113489
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.293822254
0.84,2.43,9.490648858,3.77e+19,-0.02,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.419155445
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.796563756
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.159100665
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.220186765
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.78873739
1.44,4.49,8.242340316,4.9e+20,0.04,1.004,6.59,9.0,210,9830,20.37,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.016580572
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.235729316
0.55,1.93,15.11280213,4.13e+18,-0.0713025,0.3856,3.33,7.5,210,9600,23.56,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.844069441
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.848594495
0.58,1.94,11.55670645,5.08e+19,0.0,0.5149,4.49,10.0,320,7620,20.9,1.08,5.79,13.55687723,7.15e+18,-0.1,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.064523653
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.005029267
1.42,4.31,12.12506572,4.64e+20,0.04,1.1474,7.8,11.5,175,9540,17.51,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,5.181974365
0.93,4.1,21.58060653,4.83e+19,0.0,0.3962,1.88,8.0,255,10300,20.88,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,3.940823076
1.33,3.64,9.939337787,3.55e+18,-0.1,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.110684252
1.33,3.64,4.455669794,5.77e+20,0.06,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,5.474923934
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,4.889144477
0.75,3.12,19.48437176,4.86e+18,-0.081495156,0.1929,1.92,12.3,240,8480,29.0,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.355304221
0.75,3.12,9.58643542,5.53e+20,0.08,0.1929,1.92,12.3,240,8480,29.0,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,2.067037819
0.79,3.02,13.16656022,3.9e+19,-0.028257109,0.2786,2.2,10.0,330,6560,19.66,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,3.612230075
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.156844637
2.12,4.97,4.524912053,5.98e+20,0.04,1.089,7.35,24.0,280,7420,19.09,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,3.1818543
0.84,2.43,9.490648858,3.77e+19,-0.02,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,5.109231668
0.63,3.26,17.87733072,3.13e+18,-0.095795313,0.2155,1.43,8.9,265,8630,26.55,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.435589991
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,1.986143933
0.76,3.45,12.02922107,4.11e+19,-0.032329209,0.3059,1.79,2.4,280,6940,19.74,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,4.741633277
1.44,4.49,15.58999631,4.86e+18,-0.1,1.004,6.59,9.0,210,9830,20.37,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,2.0,3.0,0.08,860,0.591382225
