mc_n,mDOS_n,tau_eff_n,n_i_n,eta_F_n,E_g_n,mDOS_min_n,kappa_L_300_n,Cp_n,rho_n,epsilon_n,mc_p,mDOS_p,tau_eff_p,n_i_p,eta_F_p,E_g_p,mDOS_min_p,kappa_L_300_p,Cp_p,rho_p,epsilon_p,a,h,R,T_h,eta
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.0,3.0,4.78,763,0.036202374
0.55,1.93,7.698492884,4.94e+20,0.12,0.3856,3.33,7.5,210,9600,23.56,0.93,3.33,5.129714505,4.3e+20,0.06,0.3856,1.93,7.5,210,9600,23.56,2.0,3.0,4.78,843,0.046626003
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.006,509,1.379490607
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.006,726,3.312817819
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.006,881,4.826368641
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.275,509,0.337144293
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.275,726,0.558396631
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,0.275,881,0.609162422
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,2.017,509,0.050481296
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,2.017,726,0.08171431
0.93,4.1,11.94596239,4.72e+20,0.12,0.3962,1.88,8.0,255,10300,20.88,0.44,1.92,57.77622871,4.82e+19,0.0,0.1929,3.12,12.3,240,8480,29.0,2.0,4.0,2.017,881,0.087790803
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.005,443,0.016533428
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.005,800,0.036442978
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.005,890,0.037796442
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.102,443,0.154982558
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.102,800,0.432998897
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,0.102,890,0.463676688
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,8.861,443,0.014906832
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,8.861,800,0.074338329
0.33,0.92,28.39508839,5.37e+19,0.1,0.533872924,5.07,17.5,315,8450,48.659,1.4,6.59,15.49263487,4e+18,-0.12,1.004,4.49,9.0,210,9830,20.37,2.0,2.0,8.861,890,0.087526071
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.077,573,1.681673304
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.077,673,1.764275797
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.077,804,1.48097003
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.117,573,1.775552766
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.117,673,1.797131367
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.117,804,1.428701322
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.691,573,0.915988901
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.691,673,0.819881365
0.79,3.02,18.91787905,4.78e+18,-0.084771328,0.2786,2.2,10.0,330,6560,19.66,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,4.0,0.691,804,0.54880051
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.002,522,0.153558517
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.002,664,0.38327891
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.002,873,1.083842578
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.133,522,1.164723496
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.133,664,1.577964998
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,0.133,873,1.439560477
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,1.643,522,0.193896053
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,1.643,664,0.207882639
0.84,2.43,15.15881877,1.94e+18,-0.1,0.4567,6.11,4.5,330,7230,22.92,1.08,5.79,7.792551026,5.25e+20,0.02,1.0083,3.64,6.8,275,8430,22.66,4.0,6.0,1.643,873,0.147879259
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.007,872,0.432862422
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.007,771,0.390900912
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.007,720,0.362936584
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.009,872,0.54210774
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.009,771,0.488112799
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.009,720,0.452497757
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.213,872,2.310030601
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.213,771,1.870137729
0.33,0.92,42.27364096,6.24e+18,0.0,0.533872924,5.07,17.5,315,8450,48.659,1.46,6.63,8.075796632,4.02e+19,-0.06,1.0726,4.36,22.0,240,7140,17.87,2.0,4.0,0.213,720,1.635303554
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.009,302,0.005106174
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.009,544,0.135734517
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.009,802,0.20685363
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.063,302,0.017928103
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.063,544,0.547634475
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,0.063,802,0.906242208
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,1.293,302,0.006295707
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,1.293,544,0.268585651
2.12,4.97,9.347072551,5.68e+18,-0.1,1.089,7.35,24.0,280,7420,19.09,0.39,1.79,9.458650042,4.33e+19,0.0,0.3059,3.45,2.4,280,6940,19.74,3.0,5.0,1.293,802,0.563325759
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,1.0,1.0,0.001,900,0.257281784
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,1.0,1.0,0.01,900,1.644387536
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,1.0,1.0,0.1,900,1.81467613
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,1.0,1.0,1.0,900,0.309666864
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.08,600,0.599666439
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.08,900,1.739778028
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.08,600,1.118636007
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.08,900,2.876039299
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.1,600,0.506349688
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.1,900,1.495889122
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.1,600,0.983373127
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.1,900,2.594925758
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.15,600,0.363641216
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,2.0,0.15,900,1.102813073
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.15,600,0.748978654
0.63,3.26,8.603770229,5.3e+20,0.08,0.2155,1.43,8.9,265,8630,26.55,1.58,7.35,8.323871701,3.98e+20,0.0,1.089,4.97,24.0,280,7420,19.09,2.0,4.0,0.15,900,2.056582455
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.01,900,0.312554114
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.1,900,1.638168126
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,1.0,900,1.164175556
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.05,555,0.553449141
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.05,893,1.135710347
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.05,555,0.414648644
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.05,893,0.803859117
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.09,555,0.74522212
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.09,893,1.559608253
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.09,555,0.630872171
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.09,893,1.235743792
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.11,555,0.799284195
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.11,893,1.686159073
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.11,555,0.712436552
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.11,893,1.402034103
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.15,555,0.858761172
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.15,893,1.836509995
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,555,0.836779165
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.15,893,1.66053102
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.2,555,0.880768204
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,1.0,0.2,893,1.908305871
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.2,555,0.939332268
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,1.0,2.0,0.2,893,1.880729814
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,2.0,2.0,0.4,575,0.754820988
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,2.0,2.0,0.4,874,1.497853153
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,2.0,2.0,0.6,575,0.580213453
1.42,4.31,23.98562434,4.58e+18,-0.1,1.1474,7.8,11.5,175,9540,17.51,0.3,1.43,18.48889633,5.23e+19,0.02,0.2155,3.26,8.9,265,8630,26.55,2.0,2.0,0.6,874,1.161575894
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,2.0,0.01,900,2.13601061
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,2.0,0.1,900,3.716347687
1.59,4.36,11.85546221,4.48e+19,-0.04,1.0726,6.63,22.0,240,7140,17.87,1.64,6.11,27.19020567,3.54e+19,-0.06,0.4567,2.43,4.5,330,7230,22.92,2.0,2.0,1.0,900,0.802087249
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.047,643,1.786863057
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.047,762,2.739634994
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.047,881,3.791944188
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.169,643,0.629600443
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.169,762,0.995596979
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,0.169,881,1.421379755
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,1.728,643,0.067356864
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,1.728,762,0.107919533
1.59,4.36,8.425784876,4.76e+20,0.04,1.0726,6.63,22.0,240,7140,17.87,1.44,7.8,8.28179336,4.25e+20,0.0,1.1474,4.31,11.5,175,9540,17.51,5.0,10.0,1.728,881,0.156174313
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.036,626,3.104504204
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.036,747,3.957848225
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.036,859,4.562157806
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.063,626,3.891353947
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.063,747,5.141504966
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,0.063,859,6.102385798
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,1.245,626,1.323744391
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,1.245,747,2.107522708
1.33,3.64,7.517427517,3.43e+19,-0.04,1.0083,5.79,6.8,275,8430,22.66,1.08,5.79,11.29136016,3.32e+19,-0.06,1.0083,3.64,6.8,275,8430,22.66,1.0,1.0,1.245,859,2.945507123
